name,supertypes,types,subtypes,colorIdentity,manaCost,convertedManaCost,edhrecRank,hasAlternativeDeckLimit,leadershipSkills,multiverseId,scryfallId,commander_legal,categories_trimmed
Omnibian,,Creature,Frog,"G,U",{1}{G}{G}{U},4,8522,0,,83737,12a5a212-395c-427e-81b8-893745274068,1,
Omniscience,,Enchantment,,U,{7}{U}{U}{U},10,1167,0,,288937,1088f33e-cb5f-4248-ae8e-280c4e41f291,1,
Omnispell Adept,,Creature,"Human,Wizard",U,{4}{U},5,9149,0,,452799,e17664df-e8ba-464d-b338-3e671d2d7f0e,1,
On Serra's Wings,Legendary,Enchantment,Aura,W,{3}{W},4,3127,0,,500860,c0a57c65-5010-4472-b877-42daf2f15af2,1,
O-Naginata,,Artifact,Equipment,,{1},1,5171,0,,489951,08db5b31-6b5a-4b99-b103-d628afaea2ba,1,
Onakke Ogre,,Creature,"Ogre,Warrior",R,{2}{R},3,20116,0,,447289,9e016da6-8800-47b4-9b96-1887677c795c,1,
Once and Future,,Instant,,G,{3}{G},4,5628,0,,473130,1c5dd4e8-4d5f-45a0-9cae-4f842751894d,1,
Once Upon a Time,,Instant,,G,{1}{G},2,4765,0,,473131,4034e5ba-9974-43e3-bde7-8d9b4586c3a4,1,cardraw
Ondu Champion,,Creature,"Minotaur,Warrior,Ally",R,{2}{R}{R},4,10568,0,,401974,708e1979-902b-410a-ae46-3fd1d2acc31d,1,
Ondu Cleric,,Creature,"Kor,Cleric,Ally",W,{1}{W},2,10039,0,,192210,ced43447-fefc-482a-b8fa-33b9616aa532,1,
Ondu Giant,,Creature,"Giant,Druid",G,{3}{G},4,9728,0,,401661,c7d46f1f-d35b-4b7b-a2db-38791014d16e,1,ramp
Ondu Greathorn,,Creature,Beast,W,{3}{W},4,19473,0,,401975,95d9668e-05dc-41c4-9326-ef4c0e15dd80,1,
Ondu Rising,,Sorcery,,W,{1}{W},2,16366,0,,401976,07cb9f87-7ba4-408c-952d-fc9a7611df42,1,
Ondu War Cleric,,Creature,"Human,Cleric,Ally",W,{1}{W},2,19511,0,,,d54714d2-d6b2-41c1-a502-405f816ad51b,1,
One Dozen Eyes,,Sorcery,,G,{5}{G},6,13492,0,,376437,451f317f-f587-4187-9e02-6ac5d7ae9cd8,1,
One Thousand Lashes,,Enchantment,Aura,"B,W",{2}{W}{B},4,12965,0,,460467,b3e8af50-5e4a-447b-9015-602b8ec61384,1,removal
One with Nothing,,Instant,,B,{B},1,12664,0,,,d6f327ad-a6eb-41df-94c9-83607f73f6e7,1,
One with the Machine,,Sorcery,,U,{3}{U},4,3524,0,,447202,17f2aaf5-6c1f-4663-865f-6cdd5640485a,1,cardraw
One with the Stars,,Enchantment,Aura,U,{3}{U},4,13086,0,,476310,98b7070d-4b09-4390-aa21-1bc0aa2b629c,1,
One With the Wind,,Enchantment,Aura,U,{1}{U},2,13588,0,,435216,2c00f8bf-0088-44ad-b40b-26a2951a2428,1,
One-Eyed Scarecrow,,"Artifact,Creature",Scarecrow,,{3},3,10074,0,,220045,5d495d85-6458-44d5-b3b4-5e09569057e3,1,
Ongoing Investigation,,Enchantment,,"G,U",{1}{U},2,6837,0,,409820,19b8f962-8d4e-4dd8-a157-c0a55f9e152a,1,
Oni of Wild Places,,Creature,"Demon,Spirit",R,{5}{R},6,14630,0,,430304,ddd1e712-826a-47ee-9578-ca61f2d65221,1,
Oni Possession,,Enchantment,Aura,B,{2}{B},3,19611,0,,50394,695f122d-e1b7-4dd4-a770-a8f206ba42da,1,
Onulet,,"Artifact,Creature",Construct,,{3},3,22260,0,,1130,0d84e378-dc64-4e69-a49d-1c210ca3506c,1,
Onward // Victory,,Instant,,"R,W",{2}{R},6,11370,0,,426920,517b32e4-4b34-431f-8f3b-98a6cffc245a,1,
Onyx Goblet,,Artifact,,B,{2}{B},3,18796,0,,174831,3686eb57-e9c8-480f-8ab4-2894e1b5fe20,1,
Onyx Mage,,Creature,"Human,Wizard",B,{1}{B},2,12512,0,,220072,eabd38e6-1e59-42d2-bd1a-555c77cf6747,1,
"Oona, Queen of the Fae",Legendary,Creature,"Faerie,Wizard","B,U",{3}{U/B}{U/B}{U/B},6,2962,0,1,370429,48ab4b6f-480c-40ac-a8cc-335a22b5acb9,1,
Oona's Blackguard,,Creature,"Faerie,Rogue",B,{1}{B},2,2482,0,,489267,85b4b7f9-dfc6-4995-bd41-ff04c98d4c37,1,
Oona's Gatewarden,,Creature,"Faerie,Soldier","B,U",{U/B},1,15311,0,,141975,972bb6e4-300c-49f5-8305-459a3ba67baa,1,
Oona's Grace,,Instant,,U,{2}{U},3,7582,0,,470637,e2128105-de04-4f51-81c7-37f30cf324d4,1,cardraw
Oona's Prowler,,Creature,"Faerie,Rogue",B,{1}{B},2,13659,0,,571418,cd79780e-ddad-4ef4-a94d-ab191d118882,1,
Ooze Flux,,Enchantment,,G,{3}{G},4,9785,0,,366375,e9554369-7961-4cea-9da0-a1235805a26a,1,
Ooze Garden,,Enchantment,,G,{1}{G},2,11930,0,,174886,623e57ed-7ed7-4283-b48f-77ecacad70b0,1,
Opal Guardian,,Enchantment,,W,{W}{W}{W},3,21686,0,,116747,905ad286-e70b-46cd-87fd-eec13ed2d43b,1,
Opal Lake Gatekeepers,,Creature,"Vedalken,Soldier",U,{3}{U},4,13352,0,,368996,f43ac38f-5cd0-46cf-8623-d82cb8fb719b,1,cardraw
"Opal-Eye, Konda's Yojimbo",Legendary,Creature,"Fox,Samurai",W,{1}{W}{W},3,9910,0,1,74655,e08d5618-4fe0-4ae5-af16-696467aae02d,1,
Opaline Bracers,,Artifact,Equipment,,{4},4,19669,0,,50158,3ae84edd-1294-4722-89d1-84d9f336871c,1,
Opaline Sliver,,Creature,Sliver,"U,W",{1}{W}{U},3,6419,0,,,7df20594-5483-4050-80ed-dc8096295b66,1,cardraw
Opaline Unicorn,,"Artifact,Creature",Unicorn,,{3},3,8054,0,,416970,160d39b0-76c5-4218-97e5-5903f781dafc,1,manarock
Open Fire,,Instant,,R,{2}{R},3,17906,0,,,2da9ca1d-48a8-41d3-82ba-ec18a5e3996a,1,removal
Open into Wonder,,Sorcery,,U,{X}{U}{U},2,2716,0,,426766,0df4db1e-f2a7-44e7-9b8d-fecf73d1e01c,1,cardraw
Open the Armory,,Sorcery,,W,{1}{W},2,417,0,,497554,6db45698-9da9-4cea-b9bf-0f84ab276b51,1,tutor
Open the Gates,,Sorcery,,G,{G},1,3701,0,,457277,ff326c57-accb-4b75-9bc9-b5ef1a85f38d,1,
Open the Graves,,Enchantment,,B,{3}{B}{B},5,1843,0,,447248,9ced1022-abd9-4e22-a4f2-fef738295224,1,
Open the Omenpaths,,Instant,,R,{2}{R},3,10947,0,,503755,4e4023c8-8e7f-42b9-99e5-87e80fc3d6c8,1,
Open the Vaults,,Sorcery,,W,{4}{W}{W},6,1411,0,,489697,e5c5a822-0f5e-4b5f-b969-b27324e4543f,1,
Ophidian,,Creature,Snake,U,{2}{U},3,15681,0,,189253,4e244697-76ef-4228-9057-fd73ecf667a6,1,cardraw
Ophidian Eye,,Enchantment,Aura,U,{2}{U},3,2755,0,,108795,26836ff5-b3c3-4b10-af1e-df3658781cb2,1,cardraw
Ophiomancer,,Creature,"Human,Shaman",B,{2}{B},3,1517,0,,376439,66d80dd1-b944-4cb2-8578-b4dbcabbbc1e,1,
Opportunistic Dragon,,Creature,Dragon,R,{2}{R}{R},4,5028,0,,532521,cecf0f75-db79-4000-85cb-8344ac0f91c5,1,
Opportunity,,Instant,,U,{4}{U}{U},6,8019,0,,25564,cf01d4d9-c9e9-4826-a155-4527f9be758e,1,cardraw
Oppressive Rays,,Enchantment,Aura,W,{W},1,10801,0,,380465,1eac995f-514d-4c65-8135-417f2b1a6fba,1,removal
Oppressive Will,,Instant,,U,{2}{U},3,17622,0,,74423,abcb5e75-c7a1-41de-a952-05aefb115270,1,
Opt,,Instant,,U,{U},1,223,0,,442948,25f2e4d0-effd-4e83-b7aa-1a0d8f120951,1,cardraw
Oracle of Bones,,Creature,"Minotaur,Shaman",R,{2}{R}{R},4,10102,0,,378475,ddb1931e-c282-47a7-9382-608de6ec8efa,1,
Oracle of Dust,,Creature,"Eldrazi,Processor",U,{4}{U},5,15814,0,,401977,2c121d73-0c87-4a3f-b013-4f9314e22606,1,
Oracle of Mul Daya,,Creature,"Elf,Shaman",G,{3}{G},4,512,0,,571487,373a4e3e-6244-43e8-80ac-f5508db9ce57,1,pseudo_ramp
Oracle of Nectars,,Creature,"Elf,Cleric","G,W",{2}{G/W},3,12420,0,,,b09f27f4-58c0-4fe0-a985-f5a1bb6a68cd,1,
Oracle's Attendants,,Creature,"Human,Soldier",W,{3}{W},4,22200,0,,45210,0dc85607-dfdd-4989-b299-c68adb8c7159,1,
Oracle's Insight,,Enchantment,Aura,U,{3}{U},4,14425,0,,446095,533d455a-88c9-4e41-b31e-5dcf821c6f6f,1,cardraw
Oracle's Vault,,Artifact,,,{4},4,4200,0,,426936,43fcc4a5-3ab0-4344-85af-d80aae293b75,1,cardraw
"Orah, Skyclave Hierophant",Legendary,Creature,"Kor,Cleric","B,W",{2}{W}{B},4,5983,0,1,,ec732dcd-1c3c-4fb7-ac12-a943a000cc99,1,
Oran-Rief Hydra,,Creature,Hydra,G,{4}{G}{G},6,3348,0,,401978,74c3276b-2cbc-4266-b16a-bf72c044d95b,1,
Oran-Rief Invoker,,Creature,"Human,Shaman",G,{1}{G},2,19154,0,,401979,0957875c-e1a2-4d14-8b61-c806903fc760,1,
Oran-Rief Ooze,,Creature,Ooze,G,{2}{G},3,3623,0,,,6947f635-e037-4244-b93f-f445c33e8b67,1,
Oran-Rief Recluse,,Creature,Spider,G,{2}{G},3,10741,0,,380248,50032356-0eb1-4044-9843-d9b5d664b20e,1,removal
Oran-Rief Survivalist,,Creature,"Human,Warrior,Ally",G,{1}{G},2,14656,0,,178138,0d598220-bddd-48a4-8c80-eb149c6292a3,1,
Orator of Ojutai,,Creature,"Bird,Monk",W,{1}{W},2,6798,0,,432999,46f90a7e-e11c-43bd-b4a2-a0970848fe1b,1,cardraw
Orazca Frillback,,Creature,Dinosaur,G,{2}{G},3,10460,0,,489399,20471a3b-90f9-4463-9b43-fc7b9b28f5d1,1,
Orazca Raptor,,Creature,Dinosaur,R,{2}{R}{R},4,20327,0,,439765,b7080f86-0a9f-4471-a52b-0d44d19e6e59,1,
Orazca Relic,,Artifact,,,{3},3,7036,0,,532600,fd9e5b05-11b5-46fc-a1c8-484f41a0cee6,1,"manarock,cardraw"
Orb of Dragonkind,,Artifact,,R,{1}{R},2,2452,0,,527444,9a1c2cdd-353c-4747-bf0e-b995dd37ffca,1,"manarock,cardraw"
Orb of Dreams,,Artifact,,,{3},3,9487,0,,74607,5fbe52a3-f85e-4b3a-a345-413b64d69c49,1,
Orbs of Warding,,Artifact,,,{5},5,7092,0,,398551,c33ba4e5-217f-47e3-a6ce-f935a70c7566,1,
Orbweaver Kumo,,Creature,Spirit,G,{4}{G}{G},6,22321,0,,50261,3d8f0459-a839-4820-8f99-58da5851ff36,1,
Orc General,,Creature,"Orc,Warrior",R,{2}{R},3,21508,0,,1799,65a10fd5-506e-46bf-87e6-fde134c0dc04,1,
Orc Sureshot,,Creature,"Orc,Archer",B,{3}{B},4,11657,0,,391890,292326cd-4b90-40c6-88b1-f8560fde236c,1,
Orchard Spirit,,Creature,Spirit,G,{2}{G},3,20440,0,,234855,aac43ced-35b0-4e70-a049-1a65db9b2b1e,1,
Orchard Warden,,Creature,"Treefolk,Shaman",G,{4}{G}{G},6,10392,0,,152991,7a4e2c5c-26ad-4b13-934b-e545038b6729,1,
Orcish Artillery,,Creature,"Orc,Warrior",R,{1}{R}{R},3,19116,0,,129663,606fca10-0eb8-4f70-80bb-dd9aee50a018,1,removal
Orcish Bloodpainter,,Creature,"Orc,Shaman",R,{2}{R},3,20489,0,,121232,746eaf30-3ded-4a9f-a4ec-1925edcc8e94,1,
Orcish Cannonade,,Instant,,R,{1}{R}{R},3,18109,0,,382319,32d6973c-f919-4923-a7c6-edc47cd6276f,1,"removal,cardraw"
Orcish Cannoneers,,Creature,"Orc,Warrior",R,{1}{R}{R},3,20441,0,,,8c8f69b2-ccd2-4ba3-b6d9-127163b02aca,1,removal
Orcish Captain,,Creature,"Orc,Warrior",R,{R},1,14845,0,,4075,fe9d422f-101e-44f2-ab0d-7ad962c6d657,1,
Orcish Conscripts,,Creature,Orc,R,{R},1,22569,0,,4076,17025cde-28a1-4a38-ad5a-1ead518d77af,1,
Orcish Farmer,,Creature,Orc,R,{1}{R}{R},3,20291,0,,4077,fb2bb2b4-87ff-4971-9835-fd68d913af26,1,
Orcish Librarian,,Creature,Orc,R,{1}{R},2,17092,0,,2645,8ed908d6-6d06-4ccb-9577-37ef2d01c1a5,1,
Orcish Lumberjack,,Creature,Orc,"G,R",{R},1,3385,0,,,55a86b6f-3cf1-4b1a-b8f8-a98ce5b057be,1,"manadork,pseudo_ramp"
Orcish Mechanics,,Creature,Orc,R,{2}{R},3,22261,0,,1062,5e34fc6b-5f00-4a22-9ee2-afc1caf99961,1,removal
Orcish Oriflamme,,Enchantment,,R,{3}{R},4,14999,0,,811,def20e99-7a94-4b24-87fb-758ede816b57,1,
Orcish Squatters,,Creature,Orc,R,{4}{R},5,18838,0,,4079,86a27af5-cb26-4f39-8648-193bb116e3d6,1,
Orcish Vandal,,Creature,"Orc,Warrior",R,{1}{R},2,16058,0,,489810,a6ac010e-bcd9-4e40-91f5-3f6058dca104,1,removal
Orcish Veteran,,Creature,Orc,R,{2}{R},3,22500,0,,1967,1dbca765-8756-4e28-9faf-25714c9b8838,1,
"Orcus, Prince of Undeath",Legendary,Creature,Demon,"B,R",{X}{2}{B}{R},4,4593,0,1,527516,91f5c6d3-fb04-4a2e-87b6-9ed2314085a8,1,wrath
Ordeal of Erebos,,Enchantment,Aura,B,{1}{B},2,15522,0,,373646,9e02ddba-fdc1-4d7b-89eb-00a0417f8963,1,
Ordeal of Heliod,,Enchantment,Aura,W,{1}{W},2,10805,0,,442016,dd652c85-f8ca-4e38-a21b-f21b729bcf92,1,
Ordeal of Nylea,,Enchantment,Aura,G,{1}{G},2,2873,0,,497767,ea175de9-15c2-4d08-ae0e-0427a0b8069b,1,ramp
Ordeal of Purphoros,,Enchantment,Aura,R,{1}{R},2,13667,0,,373406,16d4e46d-7aae-4fe5-9b0b-9a39e02e4883,1,removal
Ordeal of Thassa,,Enchantment,Aura,U,{1}{U},2,9810,0,,373696,fa764244-c5d5-4f27-9c56-866566a1404a,1,cardraw
Order // Chaos,,Instant,,"R,W",{3}{W},7,12952,0,,27167,14e4f5a4-b1ea-4816-b2d7-cf148468a388,1,removal
Order of Leitbur,,Creature,"Human,Cleric,Knight",W,{W}{W},2,20442,0,,2001,ebd6e51e-f042-4673-a898-291607105829,1,
Order of Midnight // Alter Fate,,Creature,"Human,Knight",B,{1}{B},2,5295,0,,473061,330cc452-4382-401d-9432-ac27ae6e27ad,1,
Order of Succession,,Sorcery,,U,{3}{U},4,9720,0,,376441,11f68867-a46c-447f-9061-2bc4dbdde206,1,
Order of the Ebon Hand,,Creature,"Cleric,Knight",B,{B}{B},2,17468,0,,1863,9e51f5d8-a7cc-4720-8af5-e002bcfd78a0,1,
Order of the Golden Cricket,,Creature,"Kithkin,Knight",W,{1}{W},2,18568,0,,153463,5d1c2f16-5661-4c17-8265-f4b88ff1e833,1,
Order of the Sacred Bell,,Creature,"Human,Monk",G,{3}{G},4,20639,0,,82943,310500b2-8539-441e-af89-81ddfa8ef080,1,
Order of the Sacred Torch,,Creature,"Human,Knight",W,{1}{W}{W},3,10893,0,,4145,cc09bb52-c31c-4afd-80ea-a48a46f82f00,1,
Order of the Stars,,Creature,"Human,Cleric",W,{W},1,17240,0,,96938,41981edd-df29-4ded-85d6-0d1a2a3a7a59,1,
Order of the White Shield,,Creature,"Human,Knight",W,{W}{W},2,19637,0,,4146,8ce8581f-d953-4600-b08f-f02c3eccdbcc,1,
Order of Whiteclay,,Creature,"Kithkin,Cleric",W,{1}{W}{W},3,8423,0,,567520,0caaa62f-4959-4321-a2d5-dc255f1e5eaf,1,
Ordruun Commando,,Creature,"Minotaur,Soldier","R,W",{3}{R},4,23120,0,,87902,aa726c0e-3a7e-4299-8842-4ce1f9f26567,1,
Ordruun Veteran,,Creature,"Minotaur,Soldier","R,W",{2}{R}{W},4,17775,0,,366259,20fea3f6-e64a-4964-86bc-c0b8fef0ab25,1,
Ore Gorger,,Creature,Spirit,R,{3}{R}{R},5,15765,0,,78984,ecc8bbb9-d6a1-474b-8f34-594b5a9d4178,1,
Oread of Mountain's Blaze,,"Enchantment,Creature",Nymph,R,{1}{R},2,11654,0,,476397,0f9bb73a-5b4e-4c9b-b0a6-8e531dc27394,1,cardraw
Oreskos Explorer,,Creature,"Cat,Scout",W,{1}{W},2,2648,0,,446068,0a4eff8a-ffb0-4d6c-b942-fe417d3283aa,1,
Oreskos Sun Guide,,Creature,"Cat,Monk",W,{1}{W},2,14465,0,,378394,064435e7-20ea-4ba4-b039-a945afeeb5c6,1,
Oreskos Swiftclaw,,Creature,"Cat,Warrior",W,{1}{W},2,14988,0,,380466,03c67b91-7f05-44b1-9e99-3e2094434f6a,1,
Organ Hoarder,,Creature,Zombie,U,{3}{U},4,13373,0,,,593409f4-0c1e-4858-90e6-bfbf60688c5e,1,cardraw
Orgg,,Creature,Orgg,R,{3}{R}{R},5,23121,0,,4080,c7eef087-8500-4fca-a10a-ff65d348bcb1,1,
Origin Spellbomb,,Artifact,,W,{1},1,10718,0,,210239,91e7faa4-160e-47d9-a9a1-5928d9d2b5e4,1,cardraw
"Orim, Samite Healer",Legendary,Creature,"Human,Cleric",W,{1}{W}{W},3,16739,0,1,4890,7086d077-f083-4870-8b0b-2d34aca49df1,1,
Orim's Thunder,,Instant,,"R,W",{2}{W},3,8388,0,,28751,d00bf192-4baf-46ba-947b-a22d07635b04,1,removal
Oriq Loremage,,Creature,"Human,Warlock",B,{2}{B}{B},4,2402,0,,,e21de131-58e8-42f0-91e1-1f5aa2fcda83,1,
"Oriss, Samite Guardian",Legendary,Creature,"Human,Cleric",W,{1}{W}{W},3,17219,0,1,136210,7a9a3aeb-a316-4b1e-927b-36c3f999f2c3,1,
"Ormos, Archive Keeper",Legendary,Creature,Sphinx,U,{4}{U}{U},6,7802,0,1,489180,711412f1-9ab3-48b6-91a4-77232b416a32,1,
Ornamental Courage,,Instant,,G,{G},1,11064,0,,417737,ec0c49ab-da04-4461-8440-d6c9086443c6,1,
Ornate Kanzashi,,Artifact,,,{5},5,15375,0,,74512,baeb4c10-59cb-4bc1-b824-6ec8edd6f45e,1,cardraw
Ornery Dilophosaur,,Creature,Dinosaur,G,{3}{G},4,11303,0,,485517,c2c4a0e7-9ca4-4291-94de-165cc2ded822,1,
Ornery Goblin,,Creature,"Goblin,Warrior",R,{1}{R},2,14383,0,,452862,be1c1353-b315-4a0e-80b5-0d9a2962e35f,1,
Ornery Kudu,,Creature,Antelope,G,{2}{G},3,19262,0,,426880,8ba1d3a1-8c1b-4b77-b149-13d5ad9f125a,1,
Ornitharch,,Creature,Archon,W,{3}{W}{W},5,19190,0,,378395,f95a0bf4-10c7-4afa-8cf6-e31196cc2bd5,1,
Ornithopter,,"Artifact,Creature",Thopter,,{0},0,746,0,,129665,8d784214-dc69-42d4-b897-995ca5751e13,1,
"Orochi Eggwatcher // Shidako, Broodmistress",,Creature,"Snake,Shaman",G,{2}{G},3,,0,,78975,a4f4aa3b-c64a-4430-b1a2-a7fca87d0a22,1,
Orochi Hatchery,,Artifact,,,{X}{X},0,6294,0,,405328,5d3804ed-192d-47a1-ae7e-60b6827e2a72,1,
Orochi Leafcaller,,Creature,"Snake,Shaman",G,{G},1,10017,0,,50319,f6c39031-1c49-4c1e-83df-66c3795ddc72,1,
Orochi Ranger,,Creature,"Snake,Warrior,Ranger",G,{1}{G},2,17241,0,,50308,e8dc216f-4447-4370-b31a-18304507669b,1,
Orochi Sustainer,,Creature,"Snake,Shaman",G,{1}{G},2,9815,0,,75403,5fb40d7a-f2d3-4c9a-a1ab-6b08bd143fe5,1,manadork
"Oros, the Avenger",Legendary,Creature,Dragon,"B,R,W",{3}{R}{W}{B},6,10472,0,1,430407,fc4d7aa2-ee1b-435c-8876-44111fafc97a,1,"removal,wrath"
"Orvar, the All-Form",Legendary,Creature,Shapeshifter,U,{3}{U},4,2389,0,1,503678,7f36775e-9e48-49cc-a771-d58481712edc,1,
Orzhov Advokist,,Creature,"Human,Advisor",W,{2}{W},3,2155,0,,420620,00464232-2594-405a-95bb-f9b2a3287871,1,
Orzhov Charm,,Instant,,"B,W",{W}{B},2,7442,0,,460468,74043dc2-7ee0-4dbb-8cdb-66b61b587048,1,removal
Orzhov Cluestone,,Artifact,,"B,W",{3},3,5659,0,,405330,338ee065-a4a6-4120-b0bd-3e940f458294,1,"manarock,cardraw"
Orzhov Enforcer,,Creature,"Human,Rogue",B,{1}{B},2,4088,0,,457223,6a72b49e-be14-485b-a467-31cbac9aa1c5,1,
Orzhov Euthanist,,Creature,"Human,Assassin",B,{2}{B},3,17651,0,,96893,104adc35-69fb-4b63-9b03-a71097e15652,1,
Orzhov Guildmage,,Creature,"Human,Wizard","B,W",{W/B}{W/B},2,14764,0,,430424,d898743b-7e0f-4339-963e-aa4232c681ec,1,
Orzhov Keyrune,,Artifact,,"B,W",{3},3,9547,0,,366479,fd5c0f38-916a-4f6c-b678-7447cb0709e0,1,manarock
Orzhov Locket,,Artifact,,"B,W",{3},3,4308,0,,457380,761e7188-bad1-4775-84a2-15da9a42a57c,1,"manarock,cardraw"
Orzhov Pontiff,,Creature,"Human,Cleric","B,W",{1}{W}{B},3,14932,0,,571594,3e36323c-75d0-475e-a5a7-9a1567ff2b62,1,
Orzhov Racketeers,,Creature,"Human,Rogue",B,{4}{B},5,15155,0,,457224,29b89f68-72ba-493d-95c4-eb37751fbd3d,1,
Orzhov Signet,,Artifact,,"B,W",{2},2,110,0,,405332,a66007e8-ab33-4c0e-867e-39b842fb0a3c,1,manarock
Osai Vultures,,Creature,Bird,W,{1}{W},2,18698,0,,2353,da915d3c-8d43-44c2-9052-08c1cd2afa7b,1,
"Osgir, the Reconstructor",Legendary,Creature,"Giant,Artificer","R,W",{2}{R}{W},4,2544,0,1,518314,5815fe6e-e26b-4918-a090-55d6442722c1,1,
Ostiary Thrull,,Creature,Thrull,"B,W",{3}{B},4,22041,0,,96974,26407330-d7a1-4915-b7c6-e08e166cf638,1,
Oswald Fiddlebender,Legendary,Creature,"Gnome,Artificer",W,{1}{W},2,1686,0,1,527315,bba1650f-eddf-49a9-820e-489cb8d5b6fa,1,tutor
Otepec Huntmaster,,Creature,"Human,Shaman",R,{1}{R},2,3790,0,,435307,c334e6f3-1378-4429-b4f1-fa8ed7ab7123,1,
Otherworld Atlas,,Artifact,,,{4},4,4324,0,,240052,46e4aa67-4643-42ff-8172-200498686494,1,
Otherworldly Gaze,,Instant,,U,{U},1,3065,0,,,191d3c92-f51c-430b-b89c-dde5f4f86041,1,
Otherworldly Journey,,Instant,Arcane,W,{1}{W},2,5763,0,,50256,a293db52-49f2-4a9c-8ee0-054d994b7299,1,
Otherworldly Outburst,,Instant,,R,{R},1,8514,0,,414437,34409e34-04e9-4279-8d21-6ef362b20b72,1,
"Otrimi, the Ever-Playful",Legendary,Creature,"Nightmare,Beast","B,G,U",{3}{B}{G}{U},6,4944,0,1,484719,639df7bc-b87d-4bf5-8005-8eabc54e955b,1,
Oubliette,,Enchantment,,B,{1}{B}{B},3,2134,0,,489773,d4800a7d-c229-4ced-97ff-0e58645d58d6,1,
Ouphe Vandals,,Creature,"Ouphe,Rogue",G,{2}{G},3,20587,0,,50189,896e08f8-7608-4137-9a58-f6eda8f84313,1,
Oust,,Sorcery,,W,{W},1,11184,0,,401649,fd915d09-5ecf-45b6-90ae-970a2c7de475,1,
Outflank,,Instant,,W,{W},1,14063,0,,472985,663e0208-81c3-4a76-bcc2-bc59cf8ca649,1,removal
Outland Boar,,Creature,Boar,"G,R",{2}{R}{G},4,18514,0,,423799,135912b3-978b-4a9b-8758-7b138b190232,1,
Outland Colossus,,Creature,Giant,G,{3}{G}{G},5,12099,0,,398668,1caad298-52cb-46f1-8212-fe657ab80159,1,
Outland Liberator // Frenzied Trapbreaker,,Creature,"Human,Werewolf",G,{1}{G},2,2126,0,,,a9f52ae3-5cff-4a32-896d-a66cff51e97f,1,
Outlaws' Merriment,,Enchantment,,"R,W",{1}{R}{W}{W},4,3759,0,,473160,5d7585ab-a364-471c-8ef1-318e459b4020,1,
Outmuscle,,Sorcery,,G,{3}{G},4,8682,0,,473132,40d0ddcc-e6df-4fe1-9ac9-f895885ccc84,1,removal
Outnumber,,Instant,,R,{R},1,7205,0,,401980,b3373281-7319-4320-8afb-4546fb55ab4c,1,removal
Outpost Siege,,Enchantment,,R,{3}{R},4,822,0,,532522,a8645f34-b830-4429-8fca-9458d1e3dccc,1,cardraw
Outrage Shaman,,Creature,"Goblin,Shaman",R,{3}{R}{R},5,15590,0,,153473,8bf2b2fb-d521-42ea-a6de-f80054b8a4a6,1,removal
Outrider en-Kor,,Creature,"Kor,Rebel,Knight",W,{2}{W},3,12797,0,,118902,e3e0d923-d94f-4f12-a025-86587b18878f,1,
Outrider of Jhess,,Creature,"Human,Knight",U,{3}{U},4,17119,0,,175252,d3b681c8-6d20-4e43-95f8-e83d34626145,1,
Outwit,,Instant,,U,{U},1,17392,0,,240050,429f7cf0-579a-4003-b5cf-4baf5d420796,1,
Ovalchase Daredevil,,Creature,"Human,Pilot",B,{3}{B},4,9534,0,,489774,ed3ba73e-58aa-417e-bd52-d7f93c80adc6,1,
Ovalchase Dragster,,Artifact,Vehicle,,{4},4,7722,0,,417798,20411aa0-f87b-49dd-b943-ca82d59db185,1,
Overbeing of Myth,,Creature,"Spirit,Avatar","G,U",{G/U}{G/U}{G/U}{G/U}{G/U},5,9505,0,,151151,11bbc404-a456-4a4b-af88-23921d80d671,1,
Overblaze,,Instant,Arcane,R,{3}{R},4,9769,0,,81986,97040b82-ad9e-4c06-a9ac-74d0688279f9,1,
Overcharged Amalgam,,Creature,"Zombie,Horror",U,{2}{U}{U},4,2446,0,,567546,4065a3c0-c5bd-4817-be7b-efcd750332b9,1,
Overcome,,Sorcery,,G,{3}{G}{G},5,8769,0,,456568,0f1e7344-390c-49b4-943d-2056b41fd3ae,1,
Overflowing Insight,,Sorcery,,U,{4}{U}{U}{U},7,6863,0,,,83443ce0-61d7-484d-b6b2-aaf35fb81fea,1,cardraw
Overgrown Arch,,Creature,"Plant,Wall",G,{1}{G},2,11020,0,,513616,a71dddf5-8f72-4018-9cc8-5f63a17f1ee5,1,
Overgrown Armasaur,,Creature,Dinosaur,G,{3}{G}{G},5,10963,0,,,cec16eaa-ae9c-4301-a813-3db0328ca270,1,
Overgrown Battlement,,Creature,Wall,G,{1}{G},2,3296,0,,438746,c43ea5d8-d7b7-4518-b37c-32668e4fd5d4,1,manadork
Overgrowth,,Enchantment,Aura,G,{2}{G},3,1734,0,,135282,66d39834-a8d4-4ac4-b64b-dab1e9d472ac,1,ramp
Overgrowth Elemental,,Creature,Elemental,G,{2}{G},3,9543,0,,466941,7c9a13eb-2daf-43e0-b175-c6ec5b9e191e,1,
Overrule,,Instant,,"U,W",{X}{W}{U},2,15000,0,,270834,cef45820-34d9-448e-b38b-176774d3ae49,1,
Overrun,,Sorcery,,G,{2}{G}{G}{G},5,1554,0,,130506,94bea6a3-a8eb-42c5-9224-89cdac7e8523,1,
Overseer of the Damned,,Creature,Demon,B,{5}{B}{B},7,2087,0,,389622,d1a73408-27b3-45d8-9153-ca964d99fe80,1,removal
